NEUR52_scan2_img20_day18_S.pt,9
NEUR52_scan1_img18_day09_S.pt,7
NEUR52_scan3_img07_day73_D.pt,9
NEUR52_scan2_img34_day20_S.pt,8
NEUR52_scan3_img43_day77_S.pt,9
NEUR52_scan3_img44_day78_S.pt,5
NEUR52_scan1_img09_day08_D.pt,7
NEUR52_scan1_img40_day11_S.pt,9
NEUR52_scan2_img38_day07_S.pt,9
NEUR52_scan1_img06_day05_D.pt,1
NEUR52_scan3_img31_day84_D.pt,4
NEUR52_scan1_img35_day10_S.pt,7
NEUR52_scan2_img43_day09_D.pt,9
NEUR52_scan2_img45_day17_S.pt,3
NEUR52_scan2_img54_day11_D.pt,4
NEUR52_scan1_img39_day08_D.pt,8
NEUR52_scan1_img10_day08_D.pt,8
NEUR52_scan2_img13_day08_D.pt,9
NEUR52_scan3_img33_day56_S.pt,3
NEUR52_scan2_img19_day13_D.pt,6
NEUR52_scan3_img38_day61_D.pt,2
NEUR52_scan1_img45_day16_D.pt,6
NEUR52_scan1_img30_day05_D.pt,8
NEUR52_scan2_img09_day17_S.pt,5
NEUR52_scan3_img15_day56_S.pt,5
NEUR52_scan1_img20_day17_D.pt,7
NEUR52_scan2_img40_day11_D.pt,9
NEUR52_scan1_img44_day16_D.pt,7
NEUR52_scan3_img41_day61_D.pt,9
NEUR52_scan1_img48_day09_S.pt,6
NEUR52_scan3_img15_day85_D.pt,3
NEUR52_scan2_img26_day14_D.pt,6
NEUR52_scan2_img25_day11_D.pt,7
NEUR52_scan1_img41_day09_S.pt,8
NEUR52_scan2_img53_day16_D.pt,3
NEUR52_scan2_img18_day20_S.pt,6
NEUR52_scan3_img30_day62_D.pt,0
NEUR52_scan2_img38_day09_D.pt,9
NEUR52_scan3_img49_day65_D.pt,9
NEUR52_scan2_img48_day10_D.pt,8
NEUR52_scan2_img36_day18_S.pt,9
NEUR52_scan2_img53_day07_S.pt,9
NEUR52_scan1_img37_day08_D.pt,9
NEUR52_scan1_img02_day04_D.pt,7
NEUR52_scan1_img40_day17_D.pt,7
NEUR52_scan2_img37_day18_S.pt,9
NEUR52_scan2_img33_day05_S.pt,2
NEUR52_scan2_img35_day20_S.pt,0
NEUR52_scan2_img09_day09_D.pt,4
NEUR52_scan2_img16_day13_D.pt,6
NEUR52_scan2_img33_day16_D.pt,6
NEUR52_scan3_img37_day60_D.pt,9
NEUR52_scan3_img35_day85_D.pt,4
NEUR52_scan1_img39_day10_S.pt,6
NEUR52_scan2_img21_day11_D.pt,2
NEUR52_scan1_img16_day05_D.pt,7
NEUR52_scan3_img23_day58_S.pt,9
NEUR52_scan3_img21_day82_S.pt,8
NEUR52_scan3_img32_day63_D.pt,4
NEUR52_scan2_img41_day09_D.pt,3
NEUR52_scan3_img51_day61_D.pt,5
NEUR52_scan1_img03_day09_S.pt,8
NEUR52_scan1_img30_day13_S.pt,9
NEUR52_scan3_img47_day69_S.pt,8
NEUR52_scan3_img41_day81_S.pt,8
NEUR52_scan3_img42_day76_D.pt,3
NEUR52_scan1_img35_day08_D.pt,8
NEUR52_scan2_img42_day14_D.pt,7
