0,1
NEUR43_scan1_img19_day21_D.pt,8
NEUR43_scan3_img03_day75_D.pt,8
NEUR43_scan2_img29_day12_S.pt,8
NEUR43_scan3_img10_day78_D.pt,0
NEUR43_scan1_img21_day21_D.pt,8
NEUR43_scan1_img10_day10_D.pt,1
NEUR43_scan1_img42_day05_S.pt,4
NEUR43_scan2_img32_day11_S.pt,8
NEUR43_scan1_img06_day21_D.pt,2
NEUR43_scan3_img29_day74_S.pt,2
NEUR43_scan1_img37_day15_S.pt,1
NEUR43_scan3_img39_day67_D.pt,2
NEUR43_scan3_img25_day60_S.pt,0
NEUR43_scan3_img02_day60_S.pt,6
NEUR43_scan1_img41_day11_D.pt,1
NEUR43_scan1_img11_day12_D.pt,4
NEUR43_scan2_img07_day10_S.pt,9
NEUR43_scan3_img09_day66_D.pt,0
NEUR43_scan2_img13_day18_D.pt,8
NEUR43_scan2_img43_day19_D.pt,1
NEUR43_scan1_img47_day16_S.pt,1
NEUR43_scan1_img31_day17_S.pt,2
NEUR43_scan2_img05_day07_D.pt,9
NEUR43_scan3_img11_day82_S.pt,1
NEUR43_scan1_img22_day14_D.pt,2
NEUR43_scan2_img35_day15_S.pt,8
NEUR43_scan1_img46_day22_D.pt,2
NEUR43_scan3_img38_day64_D.pt,2
NEUR43_scan2_img02_day20_D.pt,9
NEUR43_scan3_img12_day81_D.pt,3
NEUR43_scan2_img20_day15_S.pt,8
NEUR43_scan2_img19_day09_S.pt,8
NEUR43_scan1_img43_day17_S.pt,9
NEUR43_scan3_img01_day64_D.pt,7
NEUR43_scan2_img13_day15_S.pt,3
NEUR43_scan3_img27_day78_D.pt,8
NEUR43_scan3_img42_day60_S.pt,8
NEUR43_scan3_img43_day67_D.pt,3
NEUR43_scan3_img16_day85_S.pt,2
NEUR43_scan3_img07_day67_D.pt,8
NEUR43_scan2_img35_day20_D.pt,8
NEUR43_scan1_img38_day15_S.pt,7
NEUR43_scan1_img02_day12_D.pt,8
NEUR43_scan1_img42_day12_D.pt,3
NEUR43_scan2_img31_day11_S.pt,8
NEUR43_scan2_img27_day18_D.pt,8
NEUR43_scan2_img29_day19_D.pt,8
NEUR43_scan2_img04_day13_S.pt,8
NEUR43_scan2_img11_day21_D.pt,8
NEUR43_scan2_img28_day11_S.pt,9
NEUR43_scan2_img45_day14_S.pt,4
NEUR43_scan3_img44_day78_D.pt,3
NEUR43_scan1_img41_day15_S.pt,7
NEUR43_scan2_img16_day12_S.pt,3
NEUR43_scan1_img17_day08_D.pt,9
NEUR43_scan3_img19_day77_D.pt,0
NEUR43_scan3_img07_day61_S.pt,3
NEUR43_scan3_img30_day61_S.pt,8
NEUR43_scan2_img47_day22_D.pt,3
NEUR43_scan3_img45_day72_S.pt,6
NEUR43_scan1_img03_day16_S.pt,3
NEUR43_scan1_img32_day05_S.pt,8
NEUR43_scan3_img43_day60_S.pt,7
NEUR43_scan2_img46_day16_D.pt,8
NEUR43_scan2_img40_day21_D.pt,2
NEUR43_scan1_img36_day16_S.pt,8
NEUR43_scan2_img36_day15_S.pt,8
NEUR43_scan1_img47_day12_D.pt,2
NEUR43_scan2_img14_day14_S.pt,2
NEUR43_scan3_img35_day84_S.pt,0
NEUR43_scan2_img44_day11_S.pt,8
NEUR43_scan1_img18_day18_S.pt,3
NEUR43_scan1_img07_day18_S.pt,8
NEUR43_scan1_img20_day21_D.pt,3
NEUR43_scan1_img16_day17_S.pt,7
NEUR43_scan2_img23_day16_D.pt,9
NEUR43_scan1_img29_day11_D.pt,1
NEUR43_scan2_img04_day06_D.pt,2
NEUR43_scan2_img42_day15_S.pt,2
NEUR43_scan2_img48_day11_S.pt,1
NEUR43_scan1_img23_day17_S.pt,3
NEUR43_scan3_img36_day62_S.pt,9
NEUR43_scan2_img47_day12_S.pt,8
NEUR43_scan2_img25_day16_D.pt,8
NEUR43_scan1_img15_day17_S.pt,4
NEUR43_scan3_img45_day81_D.pt,0
NEUR43_scan2_img28_day22_D.pt,8
NEUR43_scan2_img37_day14_S.pt,9
ImgID,Mem_s
NEUR43_scan3_img28_day79_D.pt,7
NEUR43_scan2_img06_day14_S.pt,9
NEUR43_scan3_img33_day82_S.pt,0
NEUR43_scan3_img12_day82_S.pt,0
NEUR43_scan2_img05_day14_S.pt,9
NEUR43_scan1_img21_day17_S.pt,8
NEUR43_scan1_img34_day15_S.pt,3
NEUR43_scan2_img33_day08_D.pt,3
NEUR43_scan3_img17_day84_S.pt,1
NEUR43_scan3_img41_day59_S.pt,7
NEUR43_scan1_img07_day09_D.pt,2
