ImgID,A1
NEUR47_scan1_img07_day04_S.pt,1
NEUR47_scan1_img07_day10_D.pt,1
NEUR47_scan1_img08_day07_S.pt,0
NEUR47_scan1_img08_day13_D.pt,2
NEUR47_scan1_img09_day05_S.pt,2
NEUR47_scan1_img09_day13_D.pt,0
NEUR47_scan1_img10_day06_S.pt,2
NEUR47_scan1_img10_day10_D.pt,0
NEUR47_scan1_img11_day10_D.pt,0
NEUR47_scan1_img12_day07_S.pt,2
NEUR47_scan1_img12_day12_D.pt,2
NEUR47_scan1_img13_day06_S.pt,0
NEUR47_scan1_img13_day14_D.pt,0
NEUR47_scan1_img14_day05_S.pt,0
NEUR47_scan1_img14_day13_D.pt,0
NEUR47_scan1_img15_day05_S.pt,2
NEUR47_scan1_img15_day12_D.pt,0
NEUR47_scan1_img16_day05_S.pt,2
NEUR47_scan1_img16_day10_D.pt,2
NEUR47_scan1_img17_day04_S.pt,2
NEUR47_scan1_img18_day07_S.pt,0
NEUR47_scan1_img18_day11_D.pt,1
NEUR47_scan1_img19_day05_S.pt,0
NEUR47_scan1_img19_day13_D.pt,2
NEUR47_scan1_img20_day08_D.pt,1
NEUR47_scan1_img21_day07_S.pt,2
NEUR47_scan1_img21_day11_D.pt,2
NEUR47_scan1_img22_day04_S.pt,2
NEUR47_scan1_img22_day12_D.pt,2
NEUR47_scan1_img23_day07_S.pt,0
NEUR47_scan1_img23_day09_D.pt,0
NEUR47_scan1_img24_day10_D.pt,1
NEUR47_scan1_img25_day05_S.pt,0
NEUR47_scan1_img25_day09_D.pt,2
NEUR47_scan1_img26_day10_D.pt,1
NEUR47_scan1_img27_day04_S.pt,2
NEUR47_scan1_img27_day10_D.pt,0
NEUR47_scan1_img28_day06_S.pt,2
NEUR47_scan1_img28_day11_D.pt,2
NEUR47_scan1_img29_day04_S.pt,1
NEUR47_scan1_img29_day08_D.pt,1
NEUR47_scan1_img30_day05_S.pt,2
NEUR47_scan1_img30_day11_D.pt,0
NEUR47_scan1_img31_day04_S.pt,0
NEUR47_scan1_img31_day10_D.pt,2
NEUR47_scan1_img32_day09_D.pt,0
NEUR47_scan1_img33_day05_S.pt,2
NEUR47_scan1_img33_day10_D.pt,0
NEUR47_scan1_img34_day05_S.pt,2
NEUR47_scan1_img35_day05_S.pt,2
NEUR47_scan1_img35_day14_D.pt,0
NEUR47_scan1_img36_day04_S.pt,0
NEUR47_scan1_img36_day14_D.pt,0
NEUR47_scan1_img37_day13_D.pt,1
NEUR47_scan1_img38_day12_D.pt,0
NEUR47_scan1_img40_day05_S.pt,2
NEUR47_scan1_img40_day10_D.pt,0
NEUR47_scan1_img41_day07_S.pt,0
NEUR47_scan1_img41_day09_D.pt,2
NEUR47_scan1_img42_day06_S.pt,2
NEUR47_scan1_img42_day08_D.pt,0
NEUR47_scan1_img43_day07_S.pt,0
NEUR47_scan1_img43_day10_D.pt,0
NEUR47_scan1_img44_day05_S.pt,2
NEUR47_scan1_img44_day12_D.pt,0
NEUR47_scan1_img45_day04_S.pt,2
NEUR47_scan1_img45_day12_D.pt,0
NEUR47_scan1_img46_day07_S.pt,1
NEUR47_scan1_img46_day11_D.pt,0
NEUR47_scan1_img47_day05_S.pt,2
NEUR47_scan1_img47_day11_D.pt,0
NEUR47_scan1_img48_day04_S.pt,1
NEUR47_scan1_img48_day10_D.pt,0
NEUR47_scan1_img49_day11_D.pt,1
NEUR47_scan1_img50_day07_S.pt,0
NEUR47_scan1_img50_day13_D.pt,1
NEUR47_scan1_img51_day13_D.pt,0
NEUR47_scan1_img52_day12_D.pt,0
NEUR47_scan1_img53_day04_S.pt,0
NEUR47_scan1_img53_day13_D.pt,0
NEUR47_scan1_img54_day12_D.pt,2
NEUR47_scan2_img04_day08_S.pt,0
NEUR47_scan2_img04_day17_D.pt,2
NEUR47_scan2_img05_day08_S.pt,0
NEUR47_scan2_img05_day18_D.pt,2
NEUR47_scan2_img06_day07_D.pt,1
NEUR47_scan2_img06_day14_S.pt,2
NEUR47_scan2_img07_day08_S.pt,2
NEUR47_scan2_img07_day20_D.pt,1
NEUR47_scan2_img08_day08_S.pt,2
NEUR47_scan2_img08_day19_D.pt,0
NEUR47_scan2_img09_day11_S.pt,0
NEUR47_scan2_img09_day21_D.pt,2
NEUR47_scan2_img10_day14_S.pt,0
NEUR47_scan2_img10_day17_D.pt,0
NEUR47_scan2_img11_day07_D.pt,0
NEUR47_scan2_img11_day13_S.pt,0
NEUR47_scan2_img12_day06_D.pt,0
NEUR47_scan2_img12_day09_S.pt,0
NEUR47_scan2_img13_day09_S.pt,0
NEUR47_scan2_img13_day18_D.pt,0
NEUR47_scan2_img14_day11_S.pt,0
NEUR47_scan2_img14_day20_D.pt,2
NEUR47_scan2_img15_day14_S.pt,0
NEUR47_scan2_img16_day05_D.pt,0
NEUR47_scan2_img16_day08_S.pt,0
NEUR47_scan2_img17_day07_D.pt,0
NEUR47_scan2_img17_day14_S.pt,0
NEUR47_scan2_img18_day06_D.pt,0
NEUR47_scan2_img18_day13_S.pt,2
NEUR47_scan2_img19_day09_S.pt,0
NEUR47_scan2_img20_day09_S.pt,0
NEUR47_scan2_img20_day16_D.pt,0
NEUR47_scan2_img21_day11_S.pt,0
NEUR47_scan2_img21_day17_D.pt,0
NEUR47_scan2_img22_day11_S.pt,0
NEUR47_scan2_img22_day16_D.pt,0
NEUR47_scan2_img23_day08_S.pt,2
NEUR47_scan2_img23_day20_D.pt,0
NEUR47_scan2_img24_day12_S.pt,0
NEUR47_scan2_img24_day17_D.pt,0
NEUR47_scan2_img25_day09_S.pt,0
NEUR47_scan2_img25_day21_D.pt,0
NEUR47_scan2_img26_day10_S.pt,0
NEUR47_scan2_img26_day18_D.pt,2
NEUR47_scan2_img27_day11_S.pt,0
NEUR47_scan2_img27_day21_D.pt,0
NEUR47_scan2_img28_day06_D.pt,0
NEUR47_scan2_img28_day09_S.pt,0
NEUR47_scan2_img29_day09_S.pt,0
NEUR47_scan2_img29_day19_D.pt,0
NEUR47_scan2_img30_day07_D.pt,0
NEUR47_scan2_img30_day12_S.pt,0
NEUR47_scan2_img31_day09_S.pt,2
NEUR47_scan2_img31_day18_D.pt,0
NEUR47_scan2_img32_day13_S.pt,2
NEUR47_scan2_img32_day19_D.pt,2
NEUR47_scan2_img33_day05_D.pt,0
NEUR47_scan2_img33_day14_S.pt,0
NEUR47_scan2_img34_day06_D.pt,0
NEUR47_scan2_img34_day13_S.pt,0
NEUR47_scan2_img35_day09_S.pt,1
NEUR47_scan2_img36_day11_S.pt,0
NEUR47_scan2_img36_day18_D.pt,0
NEUR47_scan2_img37_day08_S.pt,2
NEUR47_scan2_img38_day07_D.pt,0
NEUR47_scan2_img38_day14_S.pt,0
NEUR47_scan2_img39_day14_S.pt,0
NEUR47_scan2_img39_day20_D.pt,0
NEUR47_scan2_img40_day13_S.pt,0
NEUR47_scan2_img40_day19_D.pt,0
NEUR47_scan2_img41_day05_D.pt,0
NEUR47_scan2_img41_day09_S.pt,1
NEUR47_scan2_img42_day12_S.pt,0
NEUR47_scan2_img42_day18_D.pt,0
NEUR47_scan2_img43_day07_D.pt,0
NEUR47_scan2_img43_day08_S.pt,0
NEUR47_scan2_img44_day10_S.pt,0
NEUR47_scan2_img44_day21_D.pt,2
NEUR47_scan2_img45_day05_D.pt,2
