NEUR49_scan1_img18_day10_D.pt,2
NEUR49_scan2_img03_day06_D.pt,0
NEUR49_scan1_img37_day07_S.pt,1
NEUR49_scan2_img05_day06_D.pt,0
NEUR49_scan3_img42_day51_S.pt,0
NEUR49_scan2_img06_day20_D.pt,2
NEUR49_scan1_img42_day05_S.pt,0
NEUR49_scan2_img15_day06_D.pt,0
NEUR49_scan1_img06_day16_S.pt,2
NEUR49_scan3_img41_day73_D.pt,2
NEUR49_scan2_img10_day09_S.pt,0
NEUR49_scan3_img31_day66_S.pt,0
NEUR49_scan1_img41_day06_S.pt,2
NEUR49_scan1_img21_day08_D.pt,2
NEUR49_scan3_img22_day77_S.pt,2
NEUR49_scan3_img44_day70_D.pt,2
NEUR49_scan2_img33_day10_S.pt,1
NEUR49_scan2_img06_day09_S.pt,0
NEUR49_scan3_img46_day72_D.pt,2
NEUR49_scan3_img34_day50_S.pt,2
NEUR49_scan2_img40_day07_D.pt,2
NEUR49_scan3_img29_day53_S.pt,0
NEUR49_scan1_img21_day16_S.pt,2
NEUR49_scan1_img22_day04_S.pt,2
NEUR49_scan3_img20_day48_D.pt,2
NEUR49_scan3_img23_day67_S.pt,2
NEUR49_scan2_img18_day21_D.pt,2
NEUR49_scan2_img38_day12_S.pt,1
NEUR49_scan2_img05_day15_S.pt,2
NEUR49_scan3_img26_day47_D.pt,2
NEUR49_scan3_img35_day71_D.pt,2
NEUR49_scan1_img18_day05_S.pt,2
NEUR49_scan1_img15_day16_S.pt,2
NEUR49_scan3_img21_day55_S.pt,2
NEUR49_scan2_img07_day21_D.pt,1
NEUR49_scan3_img45_day63_D.pt,2
NEUR49_scan2_img19_day06_D.pt,0
NEUR49_scan3_img16_day67_S.pt,0
NEUR49_scan1_img12_day15_S.pt,0
NEUR49_scan3_img36_day53_S.pt,2
NEUR49_scan1_img05_day16_S.pt,2
NEUR49_scan1_img07_day15_S.pt,2
NEUR49_scan3_img23_day63_D.pt,0
NEUR49_scan3_img39_day53_S.pt,2
