NEUR31_scan1_img21_day11_S.pt,1
NEUR31_scan1_img53_day06_D.pt,1
NEUR31_scan1_img26_day04_D.pt,0
NEUR31_scan3_img37_day76_D.pt,3
NEUR31_scan2_img24_day09_D.pt,8
NEUR31_scan1_img11_day06_D.pt,8
NEUR31_scan1_img32_day06_D.pt,9
NEUR31_scan3_img45_day69_S.pt,1
NEUR31_scan1_img20_day10_S.pt,4
NEUR31_scan3_img39_day93_S.pt,3
NEUR31_scan2_img05_day17_S.pt,1
NEUR31_scan2_img35_day09_D.pt,4
NEUR31_scan1_img28_day16_D.pt,8
NEUR31_scan1_img53_day08_S.pt,8
NEUR31_scan1_img15_day10_S.pt,3
NEUR31_scan3_img17_day78_S.pt,3
NEUR31_scan1_img43_day17_D.pt,3
NEUR31_scan3_img42_day69_S.pt,3
NEUR31_scan1_img13_day05_D.pt,4
NEUR31_scan2_img34_day09_D.pt,8
NEUR31_scan2_img31_day10_D.pt,9
NEUR31_scan2_img08_day05_S.pt,4
NEUR31_scan1_img38_day07_D.pt,9
NEUR31_scan2_img39_day09_D.pt,4
NEUR31_scan1_img12_day14_S.pt,8
NEUR31_scan2_img26_day17_S.pt,3
NEUR31_scan2_img46_day06_S.pt,8
NEUR31_scan2_img40_day14_S.pt,1
NEUR31_scan2_img23_day03_S.pt,3
NEUR31_scan3_img02_day98_D.pt,4
NEUR31_scan2_img06_day14_S.pt,3
NEUR31_scan3_img10_day94_S.pt,1
NEUR31_scan1_img22_day06_D.pt,4
NEUR31_scan3_img44_day68_S.pt,3
NEUR31_scan3_img34_day79_S.pt,0
NEUR31_scan3_img30_day78_S.pt,1
NEUR31_scan3_img33_day89_S.pt,3
NEUR31_scan2_img36_day14_S.pt,1
NEUR31_scan3_img47_day74_D.pt,3
NEUR31_scan1_img35_day12_S.pt,8
NEUR31_scan1_img47_day05_D.pt,4
NEUR31_scan3_img28_day77_S.pt,1
NEUR31_scan3_img15_day90_S.pt,3
NEUR31_scan3_img19_day92_S.pt,1
