NEUR39_scan1_img50_day18_S.pt,2
NEUR39_scan2_img08_day11_S.pt,0
NEUR39_scan3_img51_day87_D.pt,0
NEUR39_scan3_img21_day89_D.pt,1
NEUR39_scan2_img16_day09_S.pt,0
NEUR39_scan1_img34_day10_D.pt,1
NEUR39_scan1_img19_day11_D.pt,2
NEUR39_scan2_img06_day16_D.pt,2
NEUR39_scan2_img05_day09_S.pt,1
NEUR39_scan3_img44_day81_S.pt,0
NEUR39_scan1_img35_day04_S.pt,2
NEUR39_scan1_img20_day12_D.pt,0
NEUR39_scan3_img23_day63_D.pt,1
NEUR39_scan2_img09_day09_S.pt,1
NEUR39_scan1_img47_day08_D.pt,1
NEUR39_scan3_img09_day83_S.pt,0
NEUR39_scan3_img29_day81_S.pt,1
NEUR39_scan2_img18_day06_D.pt,1
NEUR39_scan2_img33_day12_S.pt,1
NEUR39_scan2_img23_day06_D.pt,1
NEUR39_scan2_img20_day11_S.pt,0
NEUR39_scan2_img04_day18_D.pt,0
NEUR39_scan1_img33_day20_S.pt,0
NEUR39_scan2_img11_day07_D.pt,1
NEUR39_scan1_img21_day11_D.pt,1
NEUR39_scan2_img40_day11_S.pt,2
NEUR39_scan2_img39_day11_S.pt,1
NEUR39_scan3_img27_day72_S.pt,0
NEUR39_scan2_img40_day18_D.pt,0
NEUR39_scan2_img16_day17_D.pt,1
NEUR39_scan1_img44_day12_D.pt,0
NEUR39_scan3_img27_day65_D.pt,0
NEUR39_scan2_img45_day14_S.pt,1
NEUR39_scan2_img07_day06_D.pt,0
NEUR39_scan3_img16_day95_S.pt,0
NEUR39_scan3_img50_day64_D.pt,1
NEUR39_scan1_img27_day16_S.pt,0
NEUR39_scan3_img21_day83_S.pt,1
NEUR39_scan2_img25_day09_S.pt,2
NEUR39_scan1_img45_day12_D.pt,0
NEUR39_scan2_img09_day16_D.pt,0
NEUR39_scan2_img10_day10_S.pt,2
