NEUR57_scan3_img44_day56_D.pt,1
NEUR57_scan2_img09_day15_S.pt,0
NEUR57_scan1_img44_day15_S.pt,1
NEUR57_scan3_img34_day63_S.pt,4
NEUR57_scan3_img07_day84_S.pt,1
NEUR57_scan3_img13_day64_S.pt,0
NEUR57_scan2_img10_day17_S.pt,9
NEUR57_scan2_img01_day14_S.pt,8
NEUR57_scan3_img38_day61_S.pt,0
NEUR57_scan2_img14_day18_D.pt,8
NEUR57_scan3_img36_day76_D.pt,0
NEUR57_scan3_img14_day61_S.pt,1
NEUR57_scan3_img41_day67_D.pt,0
NEUR57_scan2_img28_day11_S.pt,4
NEUR57_scan2_img19_day15_S.pt,1
NEUR57_scan2_img20_day12_S.pt,1
NEUR57_scan1_img18_day15_S.pt,1
NEUR57_scan3_img14_day65_D.pt,0
NEUR57_scan1_img23_day07_D.pt,1
NEUR57_scan2_img47_day09_D.pt,1
NEUR57_scan3_img24_day57_D.pt,5
NEUR57_scan1_img24_day12_D.pt,1
NEUR57_scan3_img40_day73_S.pt,1
NEUR57_scan2_img42_day21_D.pt,1
NEUR57_scan3_img41_day85_S.pt,1
NEUR57_scan2_img46_day17_S.pt,8
NEUR57_scan2_img29_day18_D.pt,5
NEUR57_scan2_img27_day08_D.pt,0
NEUR57_scan1_img44_day13_D.pt,1
NEUR57_scan3_img43_day68_D.pt,1
NEUR57_scan2_img24_day14_S.pt,1
NEUR57_scan2_img25_day10_D.pt,4
NEUR57_scan3_img29_day84_S.pt,5
NEUR57_scan2_img12_day13_S.pt,5
NEUR57_scan1_img30_day04_S.pt,4
NEUR57_scan3_img39_day62_S.pt,1
NEUR57_scan3_img31_day68_D.pt,1
NEUR57_scan1_img27_day04_S.pt,5
NEUR57_scan1_img10_day06_S.pt,9
NEUR57_scan3_img22_day70_D.pt,5
NEUR57_scan1_img26_day04_S.pt,8
NEUR57_scan2_img34_day18_D.pt,5
NEUR57_scan2_img11_day15_S.pt,8
NEUR57_scan1_img40_day12_D.pt,1
NEUR57_scan3_img11_day71_D.pt,1
NEUR57_scan1_img21_day12_D.pt,1
NEUR57_scan2_img13_day13_S.pt,1
NEUR57_scan3_img52_day59_S.pt,5
NEUR57_scan1_img33_day16_S.pt,1
NEUR57_scan2_img31_day17_S.pt,4
NEUR57_scan3_img32_day61_S.pt,1
NEUR57_scan1_img34_day05_S.pt,5
NEUR57_scan3_img20_day72_S.pt,5
NEUR57_scan1_img33_day09_D.pt,1
NEUR57_scan2_img05_day23_D.pt,9
NEUR57_scan1_img24_day05_S.pt,4
NEUR57_scan3_img28_day81_D.pt,1
NEUR57_scan3_img12_day64_S.pt,0
NEUR57_scan1_img20_day16_S.pt,4
NEUR57_scan2_img39_day18_D.pt,5
NEUR57_scan3_img09_day71_D.pt,1
NEUR57_scan1_img39_day03_S.pt,5
NEUR57_scan2_img34_day16_S.pt,4
NEUR57_scan3_img48_day64_S.pt,5
NEUR57_scan2_img14_day14_S.pt,1
NEUR57_scan2_img07_day17_S.pt,8
NEUR57_scan2_img48_day10_D.pt,8
NEUR57_scan3_img08_day82_D.pt,1
NEUR57_scan1_img42_day03_S.pt,4
NEUR57_scan1_img35_day09_D.pt,5
NEUR57_scan2_img04_day16_S.pt,4
NEUR57_scan2_img05_day16_S.pt,1
NEUR57_scan3_img23_day63_S.pt,5
NEUR57_scan2_img13_day23_D.pt,1
NEUR57_scan2_img18_day21_D.pt,1
NEUR57_scan2_img44_day13_S.pt,8
