NEUR48_scan3_img24_day65_D.pt,5
NEUR48_scan3_img14_day58_S.pt,8
NEUR48_scan3_img28_day66_D.pt,4
NEUR48_scan3_img35_day62_D.pt,1
NEUR48_scan2_img40_day16_S.pt,0
NEUR48_scan3_img10_day65_D.pt,8
NEUR48_scan3_img33_day73_S.pt,4
NEUR48_scan1_img26_day04_D.pt,4
NEUR48_scan2_img24_day16_S.pt,4
NEUR48_scan1_img08_day15_D.pt,3
NEUR48_scan3_img46_day49_S.pt,1
NEUR48_scan2_img26_day06_S.pt,0
NEUR48_scan3_img09_day51_D.pt,5
NEUR48_scan2_img39_day18_S.pt,8
NEUR48_scan2_img42_day15_S.pt,5
NEUR48_scan3_img17_day47_S.pt,8
NEUR48_scan3_img41_day75_D.pt,1
NEUR48_scan1_img20_day11_S.pt,8
NEUR48_scan2_img28_day07_S.pt,5
NEUR48_scan3_img28_day57_S.pt,4
NEUR48_scan2_img14_day12_D.pt,8
NEUR48_scan1_img09_day13_S.pt,1
NEUR48_scan2_img11_day05_S.pt,8
NEUR48_scan2_img48_day10_D.pt,4
NEUR48_scan1_img13_day05_D.pt,4
NEUR48_scan1_img54_day15_D.pt,4
NEUR48_scan3_img18_day50_D.pt,1
NEUR48_scan1_img29_day07_D.pt,8
NEUR48_scan2_img08_day16_S.pt,8
NEUR48_scan2_img51_day06_S.pt,5
NEUR48_scan1_img14_day09_S.pt,7
NEUR48_scan2_img39_day08_D.pt,8
NEUR48_scan2_img45_day17_S.pt,5
NEUR48_scan3_img23_day72_S.pt,8
NEUR48_scan3_img36_day67_D.pt,8
NEUR48_scan1_img34_day06_D.pt,4
NEUR48_scan2_img18_day08_D.pt,9
NEUR48_scan1_img49_day13_S.pt,5
NEUR48_scan1_img53_day11_S.pt,4
NEUR48_scan2_img16_day17_S.pt,1
NEUR48_scan3_img20_day56_D.pt,3
