NEUR51_scan3_img18_day75_D.pt,8
NEUR51_scan2_img13_day12_D.pt,7
NEUR51_scan3_img43_day56_S.pt,8
NEUR51_scan1_img13_day67_D.pt,2
NEUR51_scan3_img21_day82_S.pt,7
NEUR51_scan1_img48_day68_D.pt,6
NEUR51_scan2_img29_day12_D.pt,6
NEUR51_scan2_img23_day19_S.pt,7
NEUR51_scan2_img17_day13_D.pt,7
NEUR51_scan3_img04_day83_D.pt,8
NEUR51_scan1_img24_day58_D.pt,7
NEUR51_scan3_img06_day85_D.pt,8
NEUR51_scan1_img44_day65_S.pt,2
NEUR51_scan3_img32_day60_D.pt,7
NEUR51_scan2_img03_day10_D.pt,2
NEUR51_scan3_img22_day59_D.pt,8
NEUR51_scan1_img26_day66_D.pt,6
NEUR51_scan1_img22_day67_D.pt,3
NEUR51_scan2_img28_day19_S.pt,1
NEUR51_scan3_img37_day81_S.pt,3
NEUR51_scan1_img40_day56_D.pt,2
NEUR51_scan3_img04_day80_S.pt,3
NEUR51_scan3_img05_day56_S.pt,8
NEUR51_scan2_img17_day07_S.pt,7
NEUR51_scan3_img51_day65_D.pt,1
NEUR51_scan3_img48_day79_S.pt,2
NEUR51_scan3_img33_day56_S.pt,2
NEUR51_scan3_img15_day61_D.pt,8
NEUR51_scan3_img33_day74_D.pt,8
NEUR51_scan1_img50_day56_D.pt,6
NEUR51_scan2_img18_day06_S.pt,7
NEUR51_scan1_img33_day56_D.pt,7
NEUR51_scan2_img09_day17_S.pt,7
NEUR51_scan3_img41_day82_S.pt,7
NEUR51_scan3_img40_day81_S.pt,8
NEUR51_scan2_img44_day05_S.pt,7
NEUR51_scan1_img27_day57_D.pt,2
NEUR51_scan2_img21_day16_S.pt,7
NEUR51_scan2_img09_day12_D.pt,7
NEUR51_scan2_img15_day14_D.pt,3
NEUR51_scan3_img27_day68_S.pt,7
NEUR51_scan2_img45_day10_D.pt,6
NEUR51_scan2_img27_day15_S.pt,7
NEUR51_scan2_img16_day05_S.pt,3
NEUR51_scan1_img40_day62_S.pt,2
NEUR51_scan3_img21_day85_D.pt,3
NEUR51_scan2_img26_day12_D.pt,6
NEUR51_scan3_img15_day80_S.pt,8
NEUR51_scan1_img18_day57_D.pt,3
NEUR51_scan2_img20_day12_D.pt,7
NEUR51_scan3_img47_day67_S.pt,7
NEUR51_scan1_img34_day64_S.pt,7
NEUR51_scan2_img41_day14_D.pt,2
NEUR51_scan1_img35_day58_D.pt,3
NEUR51_scan1_img37_day64_S.pt,6
NEUR51_scan1_img49_day64_S.pt,2
NEUR51_scan1_img09_day60_S.pt,2
NEUR51_scan1_img53_day63_S.pt,7
NEUR51_scan3_img36_day75_D.pt,2
NEUR51_scan3_img20_day70_S.pt,1
NEUR51_scan2_img30_day09_D.pt,7
NEUR51_scan1_img35_day62_S.pt,6
NEUR51_scan2_img04_day12_D.pt,2
NEUR51_scan1_img42_day60_S.pt,6
NEUR51_scan3_img11_day68_S.pt,7
NEUR51_scan3_img38_day84_D.pt,8
NEUR51_scan3_img29_day75_D.pt,1
NEUR51_scan1_img16_day60_S.pt,6
NEUR51_scan2_img19_day13_D.pt,6
NEUR51_scan1_img30_day66_D.pt,7
NEUR51_scan2_img11_day19_S.pt,3
NEUR51_scan2_img10_day06_S.pt,7
NEUR51_scan3_img07_day80_S.pt,8
NEUR51_scan1_img08_day64_S.pt,3
NEUR51_scan1_img46_day59_S.pt,7
NEUR51_scan3_img39_day57_S.pt,7
NEUR51_scan1_img44_day67_D.pt,6
NEUR51_scan3_img22_day81_S.pt,8
NEUR51_scan2_img20_day07_S.pt,7
NEUR51_scan2_img47_day18_S.pt,6
NEUR51_scan1_img24_day59_S.pt,8
NEUR51_scan2_img31_day14_D.pt,2
NEUR51_scan1_img41_day57_D.pt,7
NEUR51_scan3_img49_day84_D.pt,2
NEUR51_scan1_img28_day59_S.pt,6
NEUR51_scan2_img39_day11_D.pt,2
NEUR51_scan3_img27_day61_D.pt,3
NEUR51_scan1_img33_day61_S.pt,7
